ID,State,ParliamentCode,Parliament,Malay,Chinese,Indian,Registered,Total,Turnout,Year,Coalition,Party,Candidate,SpoilerPAS,Winner,Votes,VoteShare,Majority,Margin,ChangeMalay,ChangeChinese,ChangeRegistered,ChangeTotal,ChangeTurnout,ChangeWinner,ChangeMajority,ChangeMargin,ChangeVoteShare,Parties,Rank,WastedVotes
51,Pulau Pinang,P51,Bukit Gelugor,0.15,0.74,0.11,91595,75705,0.826518914787925,2018,BN,MCA,Low Joo Hiap,0,0,9671,0.12774585562380292,-55951,-0.7390661118816458,0.009999999999999981,-0.010000000000000009,9698,5805,-0.026992202835431134,0,-14173,-0.1413837084481694,-0.07341294265945889,3,2,9671
51,Pulau Pinang,P51,Bukit Gelugor,0.15,0.74,0.11,91595,75705,0.826518914787925,2018,MU,MU,Lai Xue Ching,0,0,412,0.005442176870748299,-65210,-0.8613697906347004,0.009999999999999981,-0.010000000000000009,9698,5805,-0.026992202835431134,NA,NA,NA,NA,3,3,412
51,Pulau Pinang,P51,Bukit Gelugor,0.14,0.75,0.1,81897,69900,0.8535111176233562,2013,Pakatan,DAP,Karpal Singh A/L Ram Singh,0,1,55839,0.7988412017167382,41778,0.5976824034334765,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,20889
51,Pulau Pinang,P51,Bukit Gelugor,0.15,0.74,0.11,91595,75705,0.826518914787925,2018,Pakatan,DAP,Ramkarpal Singh A/L Karpal Singh,0,1,65622,0.8668119675054488,55951,0.7390661118816458,0.009999999999999981,-0.010000000000000009,9698,5805,-0.026992202835431134,0,14173,0.1413837084481694,0.06797076578871053,3,1,40387
52,Pulau Pinang,P52,Bayan Baru,0.39,0.49,0.11,79155,67809,0.8566609816183438,2013,BN,MCA,Tang Heap Seng,0,0,24251,0.35763689185801295,-19307,-0.2847262162839741,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,24251
52,Pulau Pinang,P52,Bayan Baru,0.4,0.49,0.11,90780,74849,0.8245098039215686,2018,BN,MCA,Chuah Seng Guan,1,0,13804,0.18442464161177838,-37751,-0.504362115726329,0.010000000000000009,0,11625,7040,-0.032151177696775224,0,-18444,-0.21963589944235495,-0.17321225024623457,4,2,13804
52,Pulau Pinang,P52,Bayan Baru,0.4,0.49,0.11,90780,74849,0.8245098039215686,2018,MU,MU,Yim Boon Leong,1,0,733,0.009793050007348128,-50822,-0.6789937073307593,0.010000000000000009,0,11625,7040,-0.032151177696775224,NA,NA,NA,NA,4,4,733
52,Pulau Pinang,P52,Bayan Baru,0.39,0.49,0.11,79155,67809,0.8566609816183438,2013,Pakatan,PKR,Sim Tze Tzin,0,1,43558,0.642363108141987,19307,0.2847262162839741,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9653.5
52,Pulau Pinang,P52,Bayan Baru,0.4,0.49,0.11,90780,74849,0.8245098039215686,2018,Pakatan,PKR,Sim Tze Tzin,1,1,51555,0.6887867573381073,37751,0.504362115726329,0.010000000000000009,0,11625,7040,-0.032151177696775224,0,18444,0.21963589944235495,0.0464236491961203,4,1,32842.75
52,Pulau Pinang,P52,Bayan Baru,0.4,0.49,0.11,90780,74849,0.8245098039215686,2018,PAS,PAS,Iszuree Bin Ibrahim,1,0,8757,0.1169955510427661,-42798,-0.5717912062953413,0.010000000000000009,0,11625,7040,-0.032151177696775224,NA,NA,NA,NA,4,3,8757
53,Pulau Pinang,P53,Balik Pulau,0.64,0.32,0.04,49641,43097,0.8681734856268004,2013,BN,UMNO,Hilmi Bin Yahaya,0,1,22318,0.5178550711186394,1539,0.0357101422372787,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,769.5
53,Pulau Pinang,P53,Balik Pulau,0.65,0.3,0.04,59086,49776,0.8424330636699049,2018,BN,UMNO,Hilmi Bin Yahaya,1,0,19007,0.3818506910961106,-6464,-0.12986178077788493,0.010000000000000009,-0.020000000000000018,9445,6679,-0.02574042195689552,-1,-8003,-0.16557192301516363,-0.1360043800225288,3,2,19007
53,Pulau Pinang,P53,Balik Pulau,0.64,0.32,0.04,49641,43097,0.8681734856268004,2013,Pakatan,PKR,Muhammad Bakhtiar Bin Wan Chik,0,0,20779,0.4821449288813607,-1539,-0.0357101422372787,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,20779
53,Pulau Pinang,P53,Balik Pulau,0.65,0.3,0.04,59086,49776,0.8424330636699049,2018,Pakatan,PKR,Muhammad Bakhtiar Bin Wan Chik,1,1,25471,0.5117124718739955,6464,0.12986178077788493,0.010000000000000009,-0.020000000000000018,9445,6679,-0.02574042195689552,1,8003,0.16557192301516363,0.02956754299263481,3,1,8879
53,Pulau Pinang,P53,Balik Pulau,0.65,0.3,0.04,59086,49776,0.8424330636699049,2018,PAS,PAS,Muhammad Imran Bin Muhammad Sa'ad,1,0,5298,0.10643683702989393,-20173,-0.40527563484410156,0.010000000000000009,-0.020000000000000018,9445,6679,-0.02574042195689552,NA,NA,NA,NA,3,3,5298
54,Perak,P54,Gerik,0.68,0.16,0.04,32725,26614,0.8132620320855615,2013,BN,UMNO,Hasbullah Bin Osman,0,1,16415,0.6167806417674908,6216,0.2335612835349816,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3108
54,Perak,P54,Gerik,0.69,0.14,0.03,35903,27311,0.7606885218505417,2018,BN,UMNO,Hasbullah Bin Osman,1,1,13243,0.48489619567207354,5528,0.2024092856358244,0.009999999999999898,-0.01999999999999999,3178,697,-0.05257351023501977,0,-688,-0.031151997899157208,-0.13188444609541727,3,1,4139.333333333334
54,Perak,P54,Gerik,0.68,0.16,0.04,32725,26614,0.8132620320855615,2013,Pakatan,PAS,Norhayati Binti Kasim,0,0,10199,0.3832193582325092,-6216,-0.2335612835349816,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10199
54,Perak,P54,Gerik,0.69,0.14,0.03,35903,27311,0.7606885218505417,2018,Pakatan,BERSATU,Ibrahim Bin Mohd Hanafiah,1,0,6353,0.23261689429167734,-6890,-0.25227930138039617,0.009999999999999898,-0.01999999999999999,3178,697,-0.05257351023501977,0,-674,-0.018718017845414575,-0.15060246394083185,3,3,6353
54,Perak,P54,Gerik,0.69,0.14,0.03,35903,27311,0.7606885218505417,2018,PAS,PAS,Mohd Dahalan Bin Hj Ismail,1,0,7715,0.28248691003624915,-5528,-0.2024092856358244,0.009999999999999898,-0.01999999999999999,3178,697,-0.05257351023501977,NA,NA,NA,NA,3,2,7715
55,Perak,P55,Lenggong,0.82,0.14,0.02,27950,23117,0.8270840787119856,2013,BN,UMNO,Shamsul Anuar Bin Nasarah,0,1,13285,0.5746852965350175,3453,0.14937059307003503,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1726.5
55,Perak,P55,Lenggong,0.84,0.13,0.01,29752,23205,0.7799475665501479,2018,BN,UMNO,Shamsul Anuar Bin Nasarah,1,1,12523,0.5396681749622926,5773,0.24878258995906055,0.020000000000000018,-0.010000000000000009,1802,88,-0.047136512161837785,0,2320,0.09941199688902552,-0.03501712157272496,3,1,4788
55,Perak,P55,Lenggong,0.82,0.14,0.02,27950,23117,0.8270840787119856,2013,Pakatan,PAS,Razman Bin Zakaria,0,0,9832,0.42531470346498246,-3453,-0.14937059307003503,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9832
55,Perak,P55,Lenggong,0.84,0.13,0.01,29752,23205,0.7799475665501479,2018,Pakatan,BERSATU,Amirul Fairuzzeen Bin Jamaluddin,1,0,3932,0.16944624003447534,-8591,-0.3702219349278173,0.020000000000000018,-0.010000000000000009,1802,88,-0.047136512161837785,0,-5138,-0.22085134185778227,-0.2558684634305071,3,3,3932
55,Perak,P55,Lenggong,0.84,0.13,0.01,29752,23205,0.7799475665501479,2018,PAS,PAS,Muhammad Mujahid Bin Mohammad Fadzil,1,0,6750,0.2908855850032321,-5773,-0.24878258995906055,0.020000000000000018,-0.010000000000000009,1802,88,-0.047136512161837785,NA,NA,NA,NA,3,2,6750
56,Perak,P56,Larut,0.89,0.05,0.06,46577,39350,0.8448375807802134,2013,BN,BN,Hamzah Bin Zainudin,0,1,22184,0.5637611181702669,5296,0.13458703939008895,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9067.333333333334
56,Perak,P56,Larut,0.9,0.04,0.06,49453,39620,0.8011647422805492,2018,BN,UMNO,Hamzah Bin Zainudin,1,1,18184,0.4589601211509339,4486,0.1132256436143362,0.010000000000000009,-0.010000000000000002,2876,270,-0.04367283849966419,0,-810,-0.02136139577575276,-0.10480099701933299,3,1,4977.333333333334
56,Perak,P56,Larut,0.89,0.05,0.06,46577,39350,0.8448375807802134,2013,IND,IND,Raveendran A/L Mvallikana,0,0,278,0.007064803049555273,-21906,-0.5566963151207116,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,278
56,Perak,P56,Larut,0.89,0.05,0.06,46577,39350,0.8448375807802134,2013,Pakatan,PAS,Mohd Fauzi Bin Sa'ari,0,0,16888,0.4291740787801779,-5296,-0.13458703939008895,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,16888
56,Perak,P56,Larut,0.9,0.04,0.06,49453,39620,0.8011647422805492,2018,Pakatan,BERSATU,Khairil Anuar Bin Akhiruddin,1,0,7738,0.19530540131246846,-10446,-0.26365471983846545,0.010000000000000009,-0.010000000000000002,2876,270,-0.04367283849966419,0,-5150,-0.1290676804483765,-0.23386867746770942,3,3,7738
56,Perak,P56,Larut,0.9,0.04,0.06,49453,39620,0.8011647422805492,2018,PAS,PAS,Abu Husin Bin Mohammad,1,0,13698,0.3457344775365977,-4486,-0.1132256436143362,0.010000000000000009,-0.010000000000000002,2876,270,-0.04367283849966419,NA,NA,NA,NA,3,2,13698
57,Perak,P57,Parit Buntar,0.68,0.27,0.05,51422,43554,0.8469915600326708,2013,BN,UMNO,Mua'amar Ghadafi Jamal Bin Jamaludin,0,0,17539,0.4026955044312807,-8476,-0.19460899113743857,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,17539
57,Perak,P57,Parit Buntar,0.69,0.26,0.05,51860,42720,0.8237562668723486,2018,BN,UMNO,Abdul Puhat Bin Mat Nayan,1,0,13655,0.3196395131086142,-3098,-0.0725187265917603,0.009999999999999898,-0.010000000000000009,438,-834,-0.023235293160322246,0,5378,0.12209026454567827,-0.0830559913226665,3,2,13655
57,Perak,P57,Parit Buntar,0.68,0.27,0.05,51422,43554,0.8469915600326708,2013,Pakatan,PAS,Mujahid Bin Yusof,0,1,26015,0.5973044955687193,8476,0.19460899113743857,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4238
57,Perak,P57,Parit Buntar,0.69,0.26,0.05,51860,42720,0.8237562668723486,2018,Pakatan,AMANAH,Mujahid Bin Yusof,1,1,16753,0.39215823970037456,3098,0.0725187265917603,0.009999999999999898,-0.010000000000000009,438,-834,-0.023235293160322246,0,-5378,-0.12209026454567827,-0.20514625586834478,3,1,2513
57,Perak,P57,Parit Buntar,0.69,0.26,0.05,51860,42720,0.8237562668723486,2018,PAS,PAS,Ahmad Azhar Bin Sharin,1,0,12312,0.28820224719101123,-4441,-0.1039559925093633,0.009999999999999898,-0.010000000000000009,438,-834,-0.023235293160322246,NA,NA,NA,NA,3,3,12312
58,Perak,P58,Bagan Serai,0.76,0.14,0.1,54792,45217,0.8252482114177252,2013,BN,UMNO,Noor Azmi Bin Ghazali,0,1,23014,0.5089678660680718,1140,0.025211756640201696,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7941.666666666666
58,Perak,P58,Bagan Serai,0.78,0.13,0.09,59293,47255,0.7969743477307608,2018,BN,UMNO,Noor Azmi Bin Ghazali,1,1,17220,0.36440588297534654,172,0.0036398264733890594,0.020000000000000018,-0.010000000000000009,4501,2038,-0.028273863686964384,0,-968,-0.021571930166812636,-0.14456198309272522,3,1,1468.333333333334
58,Perak,P58,Bagan Serai,0.76,0.14,0.1,54792,45217,0.8252482114177252,2013,IND,IND,Abdul Latif Bin Masud,0,0,329,0.007276024504058208,-22685,-0.5016918415640136,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,329
58,Perak,P58,Bagan Serai,0.76,0.14,0.1,54792,45217,0.8252482114177252,2013,Pakatan,PKR,Mohd Nor Bin Hj R M Monutty,0,0,21874,0.48375610942787006,-1140,-0.025211756640201696,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,21874
58,Perak,P58,Bagan Serai,0.78,0.13,0.09,59293,47255,0.7969743477307608,2018,Pakatan,BERSATU,Adam Bin Asmuni,1,0,12987,0.27482806052269604,-4233,-0.08957782245265052,0.020000000000000018,-0.010000000000000009,4501,2038,-0.028273863686964384,0,-3093,-0.06436606581244882,-0.20892804890517402,3,3,12987
58,Perak,P58,Bagan Serai,0.78,0.13,0.09,59293,47255,0.7969743477307608,2018,PAS,PAS,Rohaya Binti Bakar,1,0,17048,0.3607660565019575,-172,-0.0036398264733890594,0.020000000000000018,-0.010000000000000009,4501,2038,-0.028273863686964384,NA,NA,NA,NA,3,2,17048
59,Perak,P59,Bukit Gantang,0.65,0.25,0.1,71257,60140,0.8439872573922562,2013,BN,UMNO,Ismail Bin Saffian,0,0,29577,0.49180246092450947,-986,-0.016395078150981044,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,29577
59,Perak,P59,Bukit Gantang,0.73,0.19,0.08,69873,56863,0.813805046298284,2018,BN,UMNO,Syed Abu Hussin Bin Hafiz Syed Abdul Fasal,1,1,22450,0.3948085749960431,4089,0.07190967764627262,0.07999999999999996,-0.06,-1384,-3277,-0.030182211093972233,1,5075,0.08830475579725366,-0.09699388592846636,3,1,3495.666666666668
59,Perak,P59,Bukit Gantang,0.65,0.25,0.1,71257,60140,0.8439872573922562,2013,Pakatan,PAS,Idris Bin Ahmad,0,1,30563,0.5081975390754905,986,0.016395078150981044,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,493
59,Perak,P59,Bukit Gantang,0.73,0.19,0.08,69873,56863,0.813805046298284,2018,Pakatan,BERSATU,Khadri Bin Khalid,1,0,18361,0.3228988973497705,-4089,-0.07190967764627262,0.07999999999999996,-0.06,-1384,-3277,-0.030182211093972233,-1,-5075,-0.08830475579725366,-0.18529864172571997,3,2,18361
59,Perak,P59,Bukit Gantang,0.73,0.19,0.08,69873,56863,0.813805046298284,2018,PAS,PAS,Idris Bin Ahmad,1,0,16052,0.2822925276541864,-6398,-0.11251604734185675,0.07999999999999996,-0.06,-1384,-3277,-0.030182211093972233,NA,NA,NA,NA,3,3,16052
60,Perak,P60,Taiping,0.37,0.48,0.13,78148,62805,0.8036674003173466,2013,BN,GERAKAN,Tan Lian Hoe,0,0,25530,0.40649629806544063,-11745,-0.1870074038691187,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,25530
60,Perak,P60,Taiping,0.39,0.46,0.13,90729,69743,0.7686957863527648,2018,BN,GERAKAN,Tan Keng Liang,1,0,15613,0.2238647606211376,-27384,-0.3926415554249172,0.020000000000000018,-0.019999999999999962,12581,6938,-0.034971613964581816,0,-15639,-0.20563415155579848,-0.18263153744430302,3,2,15613
60,Perak,P60,Taiping,0.37,0.48,0.13,78148,62805,0.8036674003173466,2013,Pakatan,DAP,Nga Kor Ming,0,1,37275,0.5935037019345594,11745,0.1870074038691187,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5872.5
60,Perak,P60,Taiping,0.39,0.46,0.13,90729,69743,0.7686957863527648,2018,Pakatan,DAP,Teh Kok Lim,1,1,42997,0.6165063160460548,27384,0.3926415554249172,0.020000000000000018,-0.019999999999999962,12581,6938,-0.034971613964581816,0,15639,0.20563415155579848,0.0230026141114954,3,1,19749.333333333332
60,Perak,P60,Taiping,0.39,0.46,0.13,90729,69743,0.7686957863527648,2018,PAS,PAS,Ibrahim Bin Ismail,1,0,11133,0.1596289233328076,-31864,-0.45687739271324723,0.020000000000000018,-0.019999999999999962,12581,6938,-0.034971613964581816,NA,NA,NA,NA,3,3,11133
61,Perak,P61,Padang Rengas,0.76,0.17,0.07,28518,23780,0.8338593169226454,2013,BN,UMNO,Mohamed Nazri Bin Abdul Aziz,0,1,13005,0.546888141295206,2230,0.09377628259041211,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1115
61,Perak,P61,Padang Rengas,0.78,0.15,0.07,30996,25281,0.8156213704994193,2018,BN,UMNO,Mohamed Nazri Bin Abdul Aziz,1,1,10491,0.4149756734306396,2548,0.10078715240694593,0.020000000000000018,-0.020000000000000018,2478,1501,-0.01823794642322607,0,318,0.007010869816533816,-0.1319124678645664,3,1,2064
61,Perak,P61,Padang Rengas,0.76,0.17,0.07,28518,23780,0.8338593169226454,2013,Pakatan,PKR,Meor Ahmad Isharra Bin Ishak,0,0,10775,0.4531118587047939,-2230,-0.09377628259041211,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10775
61,Perak,P61,Padang Rengas,0.78,0.15,0.07,30996,25281,0.8156213704994193,2018,Pakatan,PKR,Ejazi Bin Yahaya,1,0,7943,0.31418852102369366,-2548,-0.10078715240694593,0.020000000000000018,-0.020000000000000018,2478,1501,-0.01823794642322607,0,-318,-0.007010869816533816,-0.13892333768110027,3,2,7943
61,Perak,P61,Padang Rengas,0.78,0.15,0.07,30996,25281,0.8156213704994193,2018,PAS,PAS,Mohamad Azalan Bin Mohamad Radzi,1,0,6847,0.2708358055456667,-3644,-0.1441398678849729,0.020000000000000018,-0.020000000000000018,2478,1501,-0.01823794642322607,NA,NA,NA,NA,3,3,6847
62,Perak,P62,Sungai Siput,0.33,0.39,0.21,51596,40590,0.7866888906116754,2013,BN,MIC,Devamany A/L S Krishnasamy,0,0,18800,0.46316826804631683,-2793,-0.06881005173688101,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,18800
62,Perak,P62,Sungai Siput,0.35,0.36,0.21,55002,42726,0.7768081160685066,2018,BN,MIC,Devamany A/L S Krishnasamy,1,0,15210,0.3559893273416655,-5607,-0.13123156859991575,0.019999999999999962,-0.030000000000000027,3406,2136,-0.009880774543168713,0,-2814,-0.06242151686303474,-0.10717894070465134,4,2,15210
62,Perak,P62,Sungai Siput,0.33,0.39,0.21,51596,40590,0.7866888906116754,2013,IND,IND,Nagalingam A/L Singaravelloo,0,0,197,0.004853412170485342,-21396,-0.5271249076127125,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,197
62,Perak,P62,Sungai Siput,0.33,0.39,0.21,51596,40590,0.7866888906116754,2013,Pakatan,PKR,Michael Jeyakumar Devaraj,0,1,21593,0.5319783197831979,2793,0.06881005173688101,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8063
62,Perak,P62,Sungai Siput,0.35,0.36,0.21,55002,42726,0.7768081160685066,2018,Pakatan,PKR,Kesavan A/L Subramaniam,1,1,20817,0.48722089594158124,5607,0.13123156859991575,0.019999999999999962,-0.030000000000000027,3406,2136,-0.009880774543168713,0,2814,0.06242151686303474,-0.04475742384161663,4,1,10135.5
62,Perak,P62,Sungai Siput,0.35,0.36,0.21,55002,42726,0.7768081160685066,2018,PAS,PAS,Ishak Bin Ibrahim,1,0,5194,0.12156532322239386,-15623,-0.36565557271918736,0.019999999999999962,-0.030000000000000027,3406,2136,-0.009880774543168713,NA,NA,NA,NA,4,3,5194
62,Perak,P62,Sungai Siput,0.35,0.36,0.21,55002,42726,0.7768081160685066,2018,PSM,PSM,Michael Jeyakumar Devaraj,1,0,1505,0.0352244534943594,-19312,-0.4519964424472218,0.019999999999999962,-0.030000000000000027,3406,2136,-0.009880774543168713,NA,NA,NA,NA,4,4,1505
63,Perak,P63,Tambun,0.64,0.22,0.12,89435,74861,0.8370436629954716,2013,BN,UMNO,Ahmad Husni Bin Mohamad Hanadzlah,0,1,42093,0.5622820961515341,9325,0.12456419230306835,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4662.5
63,Perak,P63,Tambun,0.67,0.2,0.11,107763,86950,0.8068632090791831,2018,BN,UMNO,Ahmad Husni Bin Mohamad Hanadzlah,1,0,33341,0.3834502587694077,-5320,-0.061184588844163314,0.030000000000000027,-0.01999999999999999,18328,12089,-0.03018045391628854,-1,-14645,-0.18574878114723167,-0.17883183738212644,3,2,33341
63,Perak,P63,Tambun,0.64,0.22,0.12,89435,74861,0.8370436629954716,2013,Pakatan,PKR,Siti Aishah Binti Shaik Ismail,0,0,32768,0.4377179038484658,-9325,-0.12456419230306835,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,32768
63,Perak,P63,Tambun,0.67,0.2,0.11,107763,86950,0.8068632090791831,2018,Pakatan,BERSATU,Ahmad Faizal Bin Azumu,1,1,38661,0.444634847613571,5320,0.061184588844163314,0.030000000000000027,-0.01999999999999999,18328,12089,-0.03018045391628854,1,14645,0.18574878114723167,0.00691694376510521,3,1,9677.666666666668
63,Perak,P63,Tambun,0.67,0.2,0.11,107763,86950,0.8068632090791831,2018,PAS,PAS,Muhamad Zulkifli Bin Mohamad Zakaria,1,0,14948,0.17191489361702128,-23713,-0.27271995399654975,0.030000000000000027,-0.01999999999999999,18328,12089,-0.03018045391628854,NA,NA,NA,NA,3,3,14948
64,Perak,P64,Ipoh Timur,0.14,0.8,0.05,81818,64172,0.7843261873915275,2013,BN,MCA,Kathleen Wong Mei Yin,0,0,15086,0.23508695381163125,-34e3,-0.5298260923767375,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,15086
64,Perak,P64,Ipoh Timur,0.21,0.72,0.06,91486,70241,0.7677786765188116,2018,BN,MCA,Kathleen Wong Mei Yin,0,0,13722,0.1953559886675873,-42797,-0.6092880226648254,0.06999999999999998,-0.08000000000000007,9668,6069,-0.016547510872715887,0,-8797,-0.0794619302880879,-0.03973096514404395,2,2,13722
64,Perak,P64,Ipoh Timur,0.14,0.8,0.05,81818,64172,0.7843261873915275,2013,Pakatan,DAP,Su Keong Siong,0,1,49086,0.7649130461883688,34e3,0.5298260923767375,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17e3
64,Perak,P64,Ipoh Timur,0.21,0.72,0.06,91486,70241,0.7677786765188116,2018,Pakatan,DAP,Wong Kah Woh,0,1,56519,0.8046440113324127,42797,0.6092880226648254,0.06999999999999998,-0.08000000000000007,9668,6069,-0.016547510872715887,0,8797,0.0794619302880879,0.03973096514404395,2,1,21398.5
65,Perak,P65,Ipoh Barat,0.14,0.62,0.23,77761,62037,0.7977906662722959,2013,BN,MCA,Cheng Wei Yee,0,0,16382,0.26406821735415964,-29038,-0.4680755033286587,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,16382
65,Perak,P65,Ipoh Barat,0.12,0.63,0.24,84874,65502,0.7717557791549827,2018,BN,MCA,Cheng Wei Yee,0,0,9889,0.15097248938963695,-45724,-0.698055021220726,-0.020000000000000018,0.010000000000000009,7113,3465,-0.026034887117313166,0,-16686,-0.22997951789206733,-0.11309572796452269,2,2,9889
65,Perak,P65,Ipoh Barat,0.14,0.62,0.23,77761,62037,0.7977906662722959,2013,IND,IND,Kalwant Singh A/L Sujan Singh,0,0,235,0.0037880619630220676,-45185,-0.7283556587197962,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,235
65,Perak,P65,Ipoh Barat,0.14,0.62,0.23,77761,62037,0.7977906662722959,2013,Pakatan,DAP,M Kulasegaran A/L V Murugeson,0,1,45420,0.7321437206828183,29038,0.4680755033286587,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,24741
65,Perak,P65,Ipoh Barat,0.12,0.63,0.24,84874,65502,0.7717557791549827,2018,Pakatan,DAP,Mkulasegaran A/L Vmurugeson,0,1,55613,0.8490275106103631,45724,0.698055021220726,-0.020000000000000018,0.010000000000000009,7113,3465,-0.026034887117313166,0,16686,0.22997951789206733,0.11688378992754478,2,1,22862
66,Perak,P66,Batu Gajah,0.11,0.74,0.15,87587,69204,0.7901172548437554,2013,BN,MCA,Loo Thin Tuck,0,0,15304,0.22114328651523033,-38596,-0.5577134269695393,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,15304
66,Perak,P66,Batu Gajah,0.1,0.75,0.15,81399,62787,0.7713485423653853,2018,BN,MCA,Leong Chee Wai,0,0,8982,0.14305509102202685,-43868,-0.6986796629875611,-0.009999999999999995,0.010000000000000009,-6188,-6417,-0.018768712478370086,0,-5272,-0.14096623601802183,-0.07808819549320348,3,2,8982
66,Perak,P66,Batu Gajah,0.11,0.74,0.15,87587,69204,0.7901172548437554,2013,Pakatan,DAP,Sivakumar A/L Varatharaju Naidu,0,1,53900,0.7788567134847697,38596,0.5577134269695393,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,19298
66,Perak,P66,Batu Gajah,0.1,0.75,0.15,81399,62787,0.7713485423653853,2018,Pakatan,DAP,Sivakumar A/L Varatharaju Naidu,0,1,52850,0.841734754009588,43868,0.6986796629875611,-0.009999999999999995,0.010000000000000009,-6188,-6417,-0.018768712478370086,0,5272,0.14096623601802183,0.06287804052481827,3,1,31921
66,Perak,P66,Batu Gajah,0.1,0.75,0.15,81399,62787,0.7713485423653853,2018,PSM,PSM,Kunasekaran A/L Krishnan,0,0,955,0.015210154968385176,-51895,-0.8265245990412028,-0.009999999999999995,0.010000000000000009,-6188,-6417,-0.018768712478370086,NA,NA,NA,NA,3,3,955
67,Perak,P67,Kuala Kangsar,0.68,0.24,0.07,33540,27801,0.8288908765652951,2013,BN,UMNO,Wan Mohammad Khair-Il Anuar Bin Wan Ahmad,0,1,14218,0.5114204525017085,1082,0.03891946332865724,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4951
67,Perak,P67,Kuala Kangsar,0.71,0.22,0.07,36954,30056,0.8133354981869351,2018,BN,UMNO,Mastura Binti Mohd Yazid,1,1,12102,0.40264838967261113,731,0.024321266968325792,0.029999999999999916,-0.01999999999999999,3414,2255,-0.015555378378360074,0,-351,-0.01459819636033145,-0.1087720628290974,3,1,2083.333333333334
67,Perak,P67,Kuala Kangsar,0.68,0.24,0.07,33540,27801,0.8288908765652951,2013,IND,IND,Kamilia Binti Ibrahim,0,0,447,0.0160785583252401,-13771,-0.49534189417646846,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,447
67,Perak,P67,Kuala Kangsar,0.68,0.24,0.07,33540,27801,0.8288908765652951,2013,Pakatan,PAS,Khalil Idham Lim Bin Abdullah,0,0,13136,0.47250098917305133,-1082,-0.03891946332865724,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,13136
67,Perak,P67,Kuala Kangsar,0.71,0.22,0.07,36954,30056,0.8133354981869351,2018,Pakatan,AMANAH,Ahmad Termizi Bin Ramli,1,0,11371,0.3783271227042853,-731,-0.024321266968325792,0.029999999999999916,-0.01999999999999999,3414,2255,-0.015555378378360074,0,351,0.01459819636033145,-0.09417386646876602,3,2,11371
67,Perak,P67,Kuala Kangsar,0.71,0.22,0.07,36954,30056,0.8133354981869351,2018,PAS,PAS,Khalil Idham Lim Bin Abdullah,1,0,6583,0.21902448762310353,-5519,-0.1836239020495076,0.029999999999999916,-0.01999999999999999,3414,2255,-0.015555378378360074,NA,NA,NA,NA,3,3,6583
68,Perak,P68,Beruas,0.33,0.52,0.15,49205,38821,0.7889645361243776,2013,BN,GERAKAN,Chang Ko Youn,0,0,16882,0.43486772623064834,-5057,-0.13026454753870328,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,16882
68,Perak,P68,Beruas,0.26,0.59,0.14,79794,60267,0.7552823520565456,2018,BN,GERAKAN,Pang Chok King,1,0,13277,0.22030298504986146,-27954,-0.46383593011100605,-0.07,0.06999999999999995,30589,21446,-0.033682184067831966,0,-22897,-0.3335713825723028,-0.2145647411807869,3,2,13277
