ID,Year,State,Parliament,ParliamentCode,Registered,Malay,Chinese,Indian,Party,Candidate,Votes
45,2013,PN,Bukit Mertajam,P45,78996,0.19,0.71,0.1,DAP,Sim Chee Keong,55877
45,2013,PN,Bukit Mertajam,P45,78996,0.19,0.71,0.1,MCA,Gui Guat Lye,12814
46,2018,PN,Batu Kawan,P46,65394,0.21,0.56,0.23,DAP,Kasthuriraani A/P Patto,42683
46,2018,PN,Batu Kawan,P46,65394,0.21,0.56,0.23,GERAKAN,Jayanthi Devi A/P Balaguru,9130
46,2018,PN,Batu Kawan,P46,65394,0.21,0.56,0.23,PAS,Jay Kumar A/L Balakrishna,2636
46,2018,PN,Batu Kawan,P46,65394,0.21,0.56,0.23,PFP,Ooi Khar Giap,256
46,2013,PN,Batu Kawan,P46,57500,0.21,0.56,0.23,DAP,Kasthuriraani A/P Patto,36636
46,2013,PN,Batu Kawan,P46,57500,0.21,0.56,0.23,MIC,Gobalakrishnan A/L Narayanasamy,10674
46,2013,PN,Batu Kawan,P46,57500,0.21,0.56,0.23,PCM,Huan Cheng Guan,1801
46,2013,PN,Batu Kawan,P46,57500,0.21,0.56,0.23,IND,Mohan A/L Apparoo,305
47,2018,PN,Nibong Tebal,P47,73383,0.48,0.35,0.17,PKR,Mansor Bin Othman,35395
47,2018,PN,Nibong Tebal,P47,73383,0.48,0.35,0.17,UMNO,Shaik Hussein Bin Mydin,19578
47,2018,PN,Nibong Tebal,P47,73383,0.48,0.35,0.17,PAS,Mohd Helmi Bin Harun,6875
47,2018,PN,Nibong Tebal,P47,73383,0.48,0.35,0.17,BEBAS,Tan Tee Beng,331
47,2013,PN,Nibong Tebal,P47,59345,0.45,0.37,0.18,PKR,Mansor Bin Othman,30003
47,2013,PN,Nibong Tebal,P47,59345,0.45,0.37,0.18,UMNO,Zainal Abidin Bin Osman,21405
47,2013,PN,Nibong Tebal,P47,59345,0.45,0.37,0.18,IND,Teng Kok Pheng,297
48,2018,PN,Bukit Bendera,P48,75069,0.15,0.73,0.11,DAP,Wong Hon Wai,50049
48,2018,PN,Bukit Bendera,P48,75069,0.15,0.73,0.11,GERAKAN,Andy Yong Kim Seng,9318
48,2018,PN,Bukit Bendera,P48,75069,0.15,0.73,0.11,MU,Tan Gin Theam,339
48,2013,PN,Bukit Bendera,P48,71085,0.14,0.74,0.11,DAP,Zairil Khir Johari,45591
48,2013,PN,Bukit Bendera,P48,71085,0.14,0.74,0.11,GERAKAN,Teh Leong Meng,12813
49,2018,PN,Tanjong,P49,49586,0.06,0.84,0.09,DAP,Chow Kon Yeow,34663
49,2018,PN,Tanjong,P49,49586,0.06,0.84,0.09,GERAKAN,Ng Siew Lai,5064
49,2013,PN,Tanjong,P49,51487,0.05,0.86,0.09,DAP,Ng Wei Aik,35510
49,2013,PN,Tanjong,P49,51487,0.05,0.86,0.09,GERAKAN,Ng Song Kheng,6865
50,2018,PN,Jelutong,P50,76991,0.23,0.65,0.11,DAP,Sanisvara Nethaji Rayer A/L Rajaji,50700
50,2018,PN,Jelutong,P50,76991,0.23,0.65,0.11,GERAKAN,Baljit Singh A/L Jigiri Singh,12529
50,2018,PN,Jelutong,P50,76991,0.23,0.65,0.11,MU,Tan Sim Bee,437
50,2013,PN,Jelutong,P50,71247,0.22,0.67,0.11,DAP,Ooi Chuan Aun,43211
50,2013,PN,Jelutong,P50,71247,0.22,0.67,0.11,GERAKAN,Ng Fook On,17461
51,2018,PN,Bukit Gelugor,P51,91595,0.15,0.74,0.11,DAP,Ramkarpal Singh A/L Karpal Singh,65622
51,2018,PN,Bukit Gelugor,P51,91595,0.15,0.74,0.11,MCA,Low Joo Hiap,9671
51,2018,PN,Bukit Gelugor,P51,91595,0.15,0.74,0.11,MU,Lai Xue Ching,412
51,2013,PN,Bukit Gelugor,P51,81897,0.14,0.75,0.1,DAP,Karpal Singh A/L Ram Singh,55839
51,2013,PN,Bukit Gelugor,P51,81897,0.14,0.75,0.1,MCA,Teh Beng Yeam,14061
52,2018,PN,Bayan Baru,P52,90780,0.4,0.49,0.11,PKR,Sim Tze Tzin,51555
52,2018,PN,Bayan Baru,P52,90780,0.4,0.49,0.11,MCA,Chuah Seng Guan,13804
52,2018,PN,Bayan Baru,P52,90780,0.4,0.49,0.11,PAS,Iszuree Bin Ibrahim,8757
52,2018,PN,Bayan Baru,P52,90780,0.4,0.49,0.11,MU,Yim Boon Leong,733
52,2013,PN,Bayan Baru,P52,79155,0.39,0.49,0.11,PKR,Sim Tze Tzin,43558
52,2013,PN,Bayan Baru,P52,79155,0.39,0.49,0.11,MCA,Tang Heap Seng,24251
53,2018,PN,Balik Pulau,P53,59086,0.65,0.3,0.04,PKR,Muhammad Bakhtiar Bin Wan Chik,25471
53,2018,PN,Balik Pulau,P53,59086,0.65,0.3,0.04,UMNO,Hilmi Bin Yahaya,19007
53,2018,PN,Balik Pulau,P53,59086,0.65,0.3,0.04,PAS,Muhammad Imran Bin Muhammad Sa'ad,5298
53,2013,PN,Balik Pulau,P53,49641,0.64,0.32,0.04,UMNO,Hilmi Bin Yahaya,22318
53,2013,PN,Balik Pulau,P53,49641,0.64,0.32,0.04,PKR,Muhammad Bakhtiar Bin Wan Chik,20779
54,2018,PR,Gerik,P54,35903,0.69,0.14,0.03,UMNO,Hasbullah Bin Osman,13243
54,2018,PR,Gerik,P54,35903,0.69,0.14,0.03,PAS,Mohd Dahalan Bin Hj Ismail,7715
54,2018,PR,Gerik,P54,35903,0.69,0.14,0.03,BERSATU,Ibrahim Bin Mohd Hanafiah,6353
54,2013,PR,Gerik,P54,32725,0.68,0.16,0.04,UMNO,Hasbullah Bin Osman,16415
54,2013,PR,Gerik,P54,32725,0.68,0.16,0.04,PAS,Norhayati Binti Kasim,10199
55,2018,PR,Lenggong,P55,29752,0.84,0.13,0.01,UMNO,Shamsul Anuar Bin Nasarah,12523
55,2018,PR,Lenggong,P55,29752,0.84,0.13,0.01,PAS,Muhammad Mujahid Bin Mohammad Fadzil,6750
55,2018,PR,Lenggong,P55,29752,0.84,0.13,0.01,BERSATU,Amirul Fairuzzeen Bin Jamaluddin,3932
55,2013,PR,Lenggong,P55,27950,0.82,0.14,0.02,UMNO,Shamsul Anuar Bin Nasarah,13285
55,2013,PR,Lenggong,P55,27950,0.82,0.14,0.02,PAS,Razman Bin Zakaria,9832
56,2018,PR,Larut,P56,49453,0.9,0.04,0.06,UMNO,Hamzah Bin Zainudin,18184
56,2018,PR,Larut,P56,49453,0.9,0.04,0.06,PAS,Abu Husin Bin Mohammad,13698
56,2018,PR,Larut,P56,49453,0.9,0.04,0.06,BERSATU,Khairil Anuar Bin Akhiruddin,7738
56,2013,PR,Larut,P56,46577,0.89,0.05,0.06,BN,Hamzah Bin Zainudin,22184
56,2013,PR,Larut,P56,46577,0.89,0.05,0.06,PAS,Mohd Fauzi Bin Sa'ari,16888
56,2013,PR,Larut,P56,46577,0.89,0.05,0.06,IND,Raveendran A/L Mvallikana,278
57,2018,PR,Parit Buntar,P57,51860,0.69,0.26,0.05,AMANAH,Mujahid Bin Yusof,16753
57,2018,PR,Parit Buntar,P57,51860,0.69,0.26,0.05,UMNO,Abdul Puhat Bin Mat Nayan,13655
57,2018,PR,Parit Buntar,P57,51860,0.69,0.26,0.05,PAS,Ahmad Azhar Bin Sharin,12312
57,2013,PR,Parit Buntar,P57,51422,0.68,0.27,0.05,PAS,Mujahid Bin Yusof,26015
57,2013,PR,Parit Buntar,P57,51422,0.68,0.27,0.05,UMNO,Mua'amar Ghadafi Jamal Bin Jamaludin,17539
58,2018,PR,Bagan Serai,P58,59293,0.78,0.13,0.09,UMNO,Noor Azmi Bin Ghazali,17220
58,2018,PR,Bagan Serai,P58,59293,0.78,0.13,0.09,PAS,Rohaya Binti Bakar,17048
58,2018,PR,Bagan Serai,P58,59293,0.78,0.13,0.09,BERSATU,Adam Bin Asmuni,12987
58,2013,PR,Bagan Serai,P58,54792,0.76,0.14,0.1,UMNO,Noor Azmi Bin Ghazali,23014
58,2013,PR,Bagan Serai,P58,54792,0.76,0.14,0.1,PKR,Mohd Nor Bin Hj R M Monutty,21874
58,2013,PR,Bagan Serai,P58,54792,0.76,0.14,0.1,IND,Abdul Latif Bin Masud,329
59,2018,PR,Bukit Gantang,P59,69873,0.73,0.19,0.08,UMNO,Syed Abu Hussin Bin Hafiz Syed Abdul Fasal,22450
59,2018,PR,Bukit Gantang,P59,69873,0.73,0.19,0.08,BERSATU,Khadri Bin Khalid,18361
59,2018,PR,Bukit Gantang,P59,69873,0.73,0.19,0.08,PAS,Idris Bin Ahmad,16052
59,2013,PR,Bukit Gantang,P59,71257,0.65,0.25,0.1,PAS,Idris Bin Ahmad,30563
59,2013,PR,Bukit Gantang,P59,71257,0.65,0.25,0.1,UMNO,Ismail Bin Saffian,29577
60,2018,PR,Taiping,P60,90729,0.39,0.46,0.13,DAP,Teh Kok Lim,42997
60,2018,PR,Taiping,P60,90729,0.39,0.46,0.13,GERAKAN,Tan Keng Liang,15613
60,2018,PR,Taiping,P60,90729,0.39,0.46,0.13,PAS,Ibrahim Bin Ismail,11133
60,2013,PR,Taiping,P60,78148,0.37,0.48,0.13,DAP,Nga Kor Ming,37275
60,2013,PR,Taiping,P60,78148,0.37,0.48,0.13,GERAKAN,Tan Lian Hoe,25530
61,2018,PR,Padang Rengas,P61,30996,0.78,0.15,0.07,UMNO,Mohamed Nazri Bin Abdul Aziz,10491
61,2018,PR,Padang Rengas,P61,30996,0.78,0.15,0.07,PKR,Ejazi Bin Yahaya,7943
61,2018,PR,Padang Rengas,P61,30996,0.78,0.15,0.07,PAS,Mohamad Azalan Bin Mohamad Radzi,6847
61,2013,PR,Padang Rengas,P61,28518,0.76,0.17,0.07,UMNO,Mohamed Nazri Bin Abdul Aziz,13005
61,2013,PR,Padang Rengas,P61,28518,0.76,0.17,0.07,PKR,Meor Ahmad Isharra Bin Ishak,10775
62,2018,PR,Sungai Siput,P62,55002,0.35,0.36,0.21,PKR,Kesavan A/L Subramaniam,20817
62,2018,PR,Sungai Siput,P62,55002,0.35,0.36,0.21,MIC,Devamany A/L S Krishnasamy,15210
62,2018,PR,Sungai Siput,P62,55002,0.35,0.36,0.21,PAS,Ishak Bin Ibrahim,5194
62,2018,PR,Sungai Siput,P62,55002,0.35,0.36,0.21,PSM,Michael Jeyakumar Devaraj,1505
62,2013,PR,Sungai Siput,P62,51596,0.33,0.39,0.21,PKR,Michael Jeyakumar Devaraj,21593
62,2013,PR,Sungai Siput,P62,51596,0.33,0.39,0.21,MIC,Devamany A/L S Krishnasamy,18800
62,2013,PR,Sungai Siput,P62,51596,0.33,0.39,0.21,IND,Nagalingam A/L Singaravelloo,197
63,2018,PR,Tambun,P63,107763,0.67,0.2,0.11,BERSATU,Ahmad Faizal Bin Azumu,38661
63,2018,PR,Tambun,P63,107763,0.67,0.2,0.11,UMNO,Ahmad Husni Bin Mohamad Hanadzlah,33341
63,2018,PR,Tambun,P63,107763,0.67,0.2,0.11,PAS,Muhamad Zulkifli Bin Mohamad Zakaria,14948
63,2013,PR,Tambun,P63,89435,0.64,0.22,0.12,UMNO,Ahmad Husni Bin Mohamad Hanadzlah,42093
63,2013,PR,Tambun,P63,89435,0.64,0.22,0.12,PKR,Siti Aishah Binti Shaik Ismail,32768
64,2018,PR,Ipoh Timur,P64,91486,0.21,0.72,0.06,DAP,Wong Kah Woh,56519
64,2018,PR,Ipoh Timur,P64,91486,0.21,0.72,0.06,MCA,Kathleen Wong Mei Yin,13722
64,2013,PR,Ipoh Timur,P64,81818,0.14,0.8,0.05,DAP,Su Keong Siong,49086
64,2013,PR,Ipoh Timur,P64,81818,0.14,0.8,0.05,MCA,Kathleen Wong Mei Yin,15086
65,2018,PR,Ipoh Barat,P65,84874,0.12,0.63,0.24,DAP,Mkulasegaran A/L Vmurugeson,55613
65,2018,PR,Ipoh Barat,P65,84874,0.12,0.63,0.24,MCA,Cheng Wei Yee,9889
65,2013,PR,Ipoh Barat,P65,77761,0.14,0.62,0.23,DAP,M Kulasegaran A/L V Murugeson,45420
65,2013,PR,Ipoh Barat,P65,77761,0.14,0.62,0.23,MCA,Cheng Wei Yee,16382
65,2013,PR,Ipoh Barat,P65,77761,0.14,0.62,0.23,IND,Kalwant Singh A/L Sujan Singh,235
66,2018,PR,Batu Gajah,P66,81399,0.1,0.75,0.15,DAP,Sivakumar A/L Varatharaju Naidu,52850
66,2018,PR,Batu Gajah,P66,81399,0.1,0.75,0.15,MCA,Leong Chee Wai,8982
66,2018,PR,Batu Gajah,P66,81399,0.1,0.75,0.15,PSM,Kunasekaran A/L Krishnan,955
66,2013,PR,Batu Gajah,P66,87587,0.11,0.74,0.15,DAP,Sivakumar A/L Varatharaju Naidu,53900
66,2013,PR,Batu Gajah,P66,87587,0.11,0.74,0.15,MCA,Loo Thin Tuck,15304
67,2018,PR,Kuala Kangsar,P67,36954,0.71,0.22,0.07,UMNO,Mastura Binti Mohd Yazid,12102
67,2018,PR,Kuala Kangsar,P67,36954,0.71,0.22,0.07,AMANAH,Ahmad Termizi Bin Ramli,11371
67,2018,PR,Kuala Kangsar,P67,36954,0.71,0.22,0.07,PAS,Khalil Idham Lim Bin Abdullah,6583
67,2013,PR,Kuala Kangsar,P67,33540,0.68,0.24,0.07,UMNO,Wan Mohammad Khair-Il Anuar Bin Wan Ahmad,14218
67,2013,PR,Kuala Kangsar,P67,33540,0.68,0.24,0.07,PAS,Khalil Idham Lim Bin Abdullah,13136
67,2013,PR,Kuala Kangsar,P67,33540,0.68,0.24,0.07,IND,Kamilia Binti Ibrahim,447
68,2018,PR,Beruas,P68,79794,0.26,0.59,0.14,DAP,Ngeh Koo Ham,41231
68,2018,PR,Beruas,P68,79794,0.26,0.59,0.14,GERAKAN,Pang Chok King,13277
68,2018,PR,Beruas,P68,79794,0.26,0.59,0.14,PAS,Mohamad Nazeer Bin M K M Hameed,5759
68,2013,PR,Beruas,P68,49205,0.33,0.52,0.15,DAP,Ngeh Koo Ham,21939
68,2013,PR,Beruas,P68,49205,0.33,0.52,0.15,GERAKAN,Chang Ko Youn,16882
69,2018,PR,Parit,P69,35910,0.93,0.02,0.03,UMNO,Mohd Nizar Bin Zakaria,14035
69,2018,PR,Parit,P69,35910,0.93,0.02,0.03,PAS,Najihatussalehah Binti Ahmad,7715
69,2018,PR,Parit,P69,35910,0.93,0.02,0.03,AMANAH,Ahmad Tarmizi Bin Mohd Jam,7240
69,2013,PR,Parit,P69,33503,0.93,0.03,0.03,UMNO,Mohd Zaim Bin Abu Hasan,16253
69,2013,PR,Parit,P69,33503,0.93,0.03,0.03,PAS,Muhammad Ismi Bin Mat Taib,11756
70,2018,PR,Kampar,P70,69436,0.33,0.55,0.09,DAP,Su Keong Siong,30216
70,2018,PR,Kampar,P70,69436,0.33,0.55,0.09,MCA,Lee Chee Leong,18415
70,2018,PR,Kampar,P70,69436,0.33,0.55,0.09,PAS,Yougan A/L Mahalingam,3864
70,2013,PR,Kampar,P70,63619,0.29,0.61,0.09,DAP,Ko Chung Sen,26863
70,2013,PR,Kampar,P70,63619,0.29,0.61,0.09,MCA,Lee Chee Leong,21463
71,2018,PR,Gopeng,P71,99167,0.43,0.46,0.09,PKR,Lee Boon Chye,48923
71,2018,PR,Gopeng,P71,99167,0.43,0.46,0.09,MCA,Heng Seai Kie,19145
71,2018,PR,Gopeng,P71,99167,0.43,0.46,0.09,PAS,Ismail Bin Ariffin,11165
71,2013,PR,Gopeng,P71,97092,0.43,0.46,0.09,PKR,Lee Boon Chye,47558
71,2013,PR,Gopeng,P71,97092,0.43,0.46,0.09,MCA,Tan Chin Meng,32249
72,2018,PR,Tapah,P72,47128,0.47,0.26,0.15,MIC,Saravanan A/L Murugan,16086
72,2018,PR,Tapah,P72,47128,0.47,0.26,0.15,BERSATU,Mohamed Azni Bin Mohamed Ali,15472
72,2018,PR,Tapah,P72,47128,0.47,0.26,0.15,PAS,Norazli Bin Musa,4616
72,2013,PR,Tapah,P72,45485,0.46,0.28,0.13,MIC,Saravanan A/L Murugan,20670
72,2013,PR,Tapah,P72,45485,0.46,0.28,0.13,PKR,Vasantha Kumar A/L Krishnan,12743
72,2013,PR,Tapah,P72,45485,0.46,0.28,0.13,BERJASA,Shaharuzzaman Bin Bistamam,2053
72,2013,PR,Tapah,P72,45485,0.46,0.28,0.13,IND,Ridzuan Bin Bani,337
73,2018,PR,Pasir Salak,P73,54671,0.81,0.13,0.04,UMNO,Tajuddin Bin Abdul Rahman,20003
73,2018,PR,Pasir Salak,P73,54671,0.81,0.13,0.04,BERSATU,Salihuddin Bin Radin Sumadi,12291
73,2018,PR,Pasir Salak,P73,54671,0.81,0.13,0.04,PAS,Zafarulazhan Bin Zan,11151
73,2013,PR,Pasir Salak,P73,51498,0.79,0.14,0.04,UMNO,Tajuddin Bin Abdul Rahman,24875
73,2013,PR,Pasir Salak,P73,51498,0.79,0.14,0.04,PKR,Mustaffa Kamil Bin Ayub,17489
74,2018,PR,Lumut,P74,67157,0.72,0.15,0.11,AMANAH,Mohd Hatta Bin Md Ramli,21955
74,2018,PR,Lumut,P74,67157,0.72,0.15,0.11,UMNO,Zambry Bin Abd Kadir,21555
74,2018,PR,Lumut,P74,67157,0.72,0.15,0.11,PAS,Mohammed Zamri Bin Ibrahim,10135
74,2013,PR,Lumut,P74,88300,0.51,0.35,0.12,PKR,Mohamad Imran Bin Abd Hamid,40308
74,2013,PR,Lumut,P74,88300,0.51,0.35,0.12,MCA,Kong Cho Ha,32140
75,2018,PR,Bagan Datuk,P75,47309,0.6,0.18,0.22,UMNO,Ahmad Zahid Bin Hamidi,18909
75,2018,PR,Bagan Datuk,P75,47309,0.6,0.18,0.22,PKR,Pakhrurrazi Bin Hj Arshad,13836
75,2018,PR,Bagan Datuk,P75,47309,0.6,0.18,0.22,PAS,Ata Abdul Muneim Bin Hasan Adli,4061
75,2013,PR,Bagan Datuk,P75,39924,0.55,0.2,0.24,UMNO,Ahmad Zahid Bin Hamidi,17176
75,2013,PR,Bagan Datuk,P75,39924,0.55,0.2,0.24,PKR,Madhi Bin Hasan,15068
76,2018,PR,Telok Intan,P76,66487,0.41,0.4,0.19,DAP,Nga Kor Ming,29170
76,2018,PR,Telok Intan,P76,66487,0.41,0.4,0.19,GERAKAN,Mah Siew Keong,17991
76,2018,PR,Telok Intan,P76,66487,0.41,0.4,0.19,PAS,Ahmad Ramadzan Ahmad Daud,6494
76,2013,PR,Telok Intan,P76,60483,0.38,0.42,0.19,DAP,Seah Leong Peng,27399
76,2013,PR,Telok Intan,P76,60483,0.38,0.42,0.19,MCA,Mah Siew Keong,20086
76,2013,PR,Telok Intan,P76,60483,0.38,0.42,0.19,IND,Moralingam A/L Kannan,279
77,2018,PR,Tanjong Malim,P77,68468,0.56,0.26,0.13,PKR,Chang Lih Kang,24672
77,2018,PR,Tanjong Malim,P77,68468,0.56,0.26,0.13,MCA,Mah Hang Soon,19314
77,2018,PR,Tanjong Malim,P77,68468,0.56,0.26,0.13,PAS,Mohd Tarmizi Bin Ab Rahman,10311
77,2013,PR,Tanjong Malim,P77,64499,0.53,0.27,0.14,MCA,Dato' Seri Ong Ka Chuan,28225
77,2013,PR,Tanjong Malim,P77,64499,0.53,0.27,0.14,PKR,Tan Yee Kew,23897
78,2018,PH,Cameron Highlands,P78,32048,0.34,0.3,0.15,MIC,Sivaraj A/L Chandran,10307
78,2018,PH,Cameron Highlands,P78,32048,0.34,0.3,0.15,DAP,Manogaran Marimuthu,9710
78,2018,PH,Cameron Highlands,P78,32048,0.34,0.3,0.15,PAS,Wan Mahadir Bin Wan Mahmud,3587
78,2018,PH,Cameron Highlands,P78,32048,0.34,0.3,0.15,PSM,Suresh Kumar A/L Balasubramaniam,680
78,2018,PH,Cameron Highlands,P78,32048,0.34,0.3,0.15,BERJASA,Mohd Tahir Bin Haji Kassim,81
78,2013,PH,Cameron Highlands,P78,27980,0.34,0.32,0.12,MIC,Palanivel A/L K Govindasamy,10506
78,2013,PH,Cameron Highlands,P78,27980,0.34,0.32,0.12,DAP,Manogaran A/L Marimuthu,10044
78,2013,PH,Cameron Highlands,P78,27980,0.34,0.32,0.12,BERJASA,Mohd Shokri Bin Mahmood,912
78,2013,PH,Cameron Highlands,P78,27980,0.34,0.32,0.12,IND,Alagu A/L Thangarajoo,308
78,2013,PH,Cameron Highlands,P78,27980,0.34,0.32,0.12,IND,Kisho Kumar A/L Kathirveloo,101
79,2018,PH,Lipis,P79,35294,0.78,0.16,0.05,UMNO,Abdul Rahman Bin Mohamad,13995
79,2018,PH,Lipis,P79,35294,0.78,0.16,0.05,BERSATU,Badarudin Bin Abd Rahaman,7426
79,2018,PH,Lipis,P79,35294,0.78,0.16,0.05,PAS,Sobirin Bin Hj Duli,6671
79,2013,PH,Lipis,P79,32324,0.76,0.17,0.06,UMNO,Abdul Rahman Bin Mohamad,14863
79,2013,PH,Lipis,P79,32324,0.76,0.17,0.06,PAS,Mohd Mahyuddin Bin Ghazal @ Razali,11394
79,2013,PH,Lipis,P79,32324,0.76,0.17,0.06,IND,Aishaton Binti Abu Bakar,303
80,2018,PH,Raub,P80,57723,0.52,0.38,0.06,DAP,Tengku Zulpuri Shah Bin Raja Puji,20659
80,2018,PH,Raub,P80,57723,0.52,0.38,0.06,MCA,Chew Mei Fun,17500
80,2018,PH,Raub,P80,57723,0.52,0.38,0.06,PAS,Mohamed Nilam Bin Abdul Manap,7866
80,2013,PH,Raub,P80,54214,0.5,0.4,0.06,DAP,Mohd Ariff Sabri Bin Abdul Aziz,23415
80,2013,PH,Raub,P80,54214,0.5,0.4,0.06,MCA,Hoh Khai Mun,20601
81,2018,PH,Jerantut,P81,63609,0.82,0.13,0.03,UMNO,Ahmad Nazlan Bin Idris,22640
81,2018,PH,Jerantut,P81,63609,0.82,0.13,0.03,PAS,Yohanis Bin Ahmad,16732
81,2018,PH,Jerantut,P81,63609,0.82,0.13,0.03,BERSATU,Wan Mohd Shaharir Bin Wan Abd Jalil,10877
81,2013,PH,Jerantut,P81,58364,0.81,0.14,0.03,UMNO,Ahmad Nazlan Bin Idris,26544
81,2013,PH,Jerantut,P81,58364,0.81,0.14,0.03,PAS,Dr Hamzah Bin Jaaffar,22012
82,2018,PH,Indera Mahkota,P82,77208,0.67,0.27,0.06,PKR,Saifuddin Bin Abdullah,28578
82,2018,PH,Indera Mahkota,P82,77208,0.67,0.27,0.06,UMNO,Johan Bin Mat Sah,17628
82,2018,PH,Indera Mahkota,P82,77208,0.67,0.27,0.06,PAS,Nasrudin Bin Hassan,17515
82,2013,PH,Indera Mahkota,P82,64219,0.65,0.29,0.06,PKR,Fauzi Bin Abdul Rahman,30584
82,2013,PH,Indera Mahkota,P82,64219,0.65,0.29,0.06,UMNO,Adnan Bin Wan Mamat,23061
82,2013,PH,Indera Mahkota,P82,64219,0.65,0.29,0.06,IND,Ponusamy A/L Govindasamy,193
83,2018,PH,Kuantan,P83,62696,0.67,0.3,0.03,PKR,Fuziah Binti Salleh,22807
83,2018,PH,Kuantan,P83,62696,0.67,0.3,0.03,PAS,Sulaiman Bin Md Derus,14696
83,2018,PH,Kuantan,P83,62696,0.67,0.3,0.03,MCA,Wong Kean Hwee,13667
83,2013,PH,Kuantan,P83,56280,0.63,0.33,0.04,PKR,Fuziah Binti Salleh,25834
83,2013,PH,Kuantan,P83,56280,0.63,0.33,0.04,UMNO,Mohamed Suffian Bin Awang,21319
84,2018,PH,Paya Besar,P84,55135,0.84,0.13,0.02,UMNO,Mohd Shahar Bin Abdullah,19033
84,2018,PH,Paya Besar,P84,55135,0.84,0.13,0.02,PAS,Mohamad Azhar Bin Mohd,13291
84,2018,PH,Paya Besar,P84,55135,0.84,0.13,0.02,BERSATU,Mohd Ashraf Mustaqim Bin Badrul Munir,11776
84,2013,PH,Paya Besar,P84,48067,0.81,0.15,0.02,UMNO,Abdul Manan Bin Ismail,23747
84,2013,PH,Paya Besar,P84,48067,0.81,0.15,0.02,PKR,Murnie Hidayah Binti Anuar,16032
84,2013,PH,Paya Besar,P84,48067,0.81,0.15,0.02,IND,Zahari Bin Mamat,272
85,2018,PH,Pekan,P85,88899,0.88,0.02,0.01,UMNO,Mohd Najib Tun Abdul Razak,43854
85,2018,PH,Pekan,P85,88899,0.88,0.02,0.01,PAS,Ahaitudin Bin Daud,18995
85,2018,PH,Pekan,P85,88899,0.88,0.02,0.01,BERSATU,Muhammad Zahid Bin Md Arip,7662
85,2018,PH,Pekan,P85,88899,0.88,0.02,0.01,BEBAS,Abd Kadir Bin Sainudin,103
85,2013,PH,Pekan,P85,80260,0.88,0.02,0.01,UMNO,Mohd Najib Bin Hj Abd Razak,51278
85,2013,PH,Pekan,P85,80260,0.88,0.02,0.01,PKR,Mohd Fariz B Abd Talib @ Musa,15665
86,2018,PH,Maran,P86,41036,0.9,0.06,0.02,UMNO,Ismail Bin Abd Muttalib,16064
86,2018,PH,Maran,P86,41036,0.9,0.06,0.02,PAS,Hasenan Bin Haron,12301
86,2018,PH,Maran,P86,41036,0.9,0.06,0.02,BERSATU,Ahmad Farid Bin Ahmad Nordin,4360
86,2013,PH,Maran,P86,38436,0.9,0.07,0.01,UMNO,Ismail Bin Abd Muttalib,19249
86,2013,PH,Maran,P86,38436,0.9,0.07,0.01,PAS,Mujibur Rahman Bin Ishak,12774
87,2018,PH,Kuala Krau,P87,47264,0.9,0.03,0.02,UMNO,Ismail Bin Mohamed Said,18058
87,2018,PH,Kuala Krau,P87,47264,0.9,0.03,0.02,PAS,Kamal Bin Ashaari,15182
87,2018,PH,Kuala Krau,P87,47264,0.9,0.03,0.02,BERSATU,Mohamad Rafidee Bin Hashim,5071
87,2013,PH,Kuala Krau,P87,43003,0.9,0.03,0.03,UMNO,Ismail Bin Mohamed Said,21575
87,2013,PH,Kuala Krau,P87,43003,0.9,0.03,0.03,PAS,Shahril Azman Bin Abd Halim,15370
88,2018,PH,Temerloh,P88,75081,0.67,0.23,0.08,AMANAH,Mohd Anuar Bin Mohd Tahir,23998
88,2018,PH,Temerloh,P88,75081,0.67,0.23,0.08,UMNO,Mohd Sharkar Bin Shamsudin,22094
88,2018,PH,Temerloh,P88,75081,0.67,0.23,0.08,PAS,Md Jusoh Bin Darus,14734
88,2018,PH,Temerloh,P88,75081,0.67,0.23,0.08,BEBAS,Mohd Khaidir Bin Ahmad,178
88,2018,PH,Temerloh,P88,75081,0.67,0.23,0.08,BEBAS,Muhamad Fakhrudin Bin Abu Hanipah,46
88,2013,PH,Temerloh,P88,66105,0.64,0.24,0.09,PAS,Nasrudin Bin Hassan,28267
88,2013,PH,Temerloh,P88,66105,0.64,0.24,0.09,UMNO,Saifuddin Bin Abdullah,27197
89,2018,PH,Bentong,P89,67359,0.47,0.42,0.09,DAP,Wong Tack,25716
89,2018,PH,Bentong,P89,67359,0.47,0.42,0.09,MCA,Liow Tiong Lai,23684
89,2018,PH,Bentong,P89,67359,0.47,0.42,0.09,PAS,Balasubramaniam A/L Nachiappan,5706
89,2013,PH,Bentong,P89,62266,0.45,0.44,0.09,MCA,Liow Tiong Lai,25947
89,2013,PH,Bentong,P89,62266,0.45,0.44,0.09,DAP,Wong Tack,25568
90,2018,PH,Bera,P90,58711,0.62,0.29,0.04,UMNO,Ismail Sabri Bin Yaakob,20760
90,2018,PH,Bera,P90,58711,0.62,0.29,0.04,PKR,Zakaria Bin Abdul Hamid,18449
90,2018,PH,Bera,P90,58711,0.62,0.29,0.04,PAS,Musaniff Bin Ab Rahman,8096
90,2013,PH,Bera,P90,50997,0.59,0.32,0.04,UMNO,Ismail Sabri Bin Yaakob,21669
90,2013,PH,Bera,P90,50997,0.59,0.32,0.04,PKR,Zakaria Bin Abdul Hamid,19526
